comment_id,target,opinion,sentiment,confidence,category,top_category_score
340119793,location,good,POS,1.0,environment,1.00
124637732,bed,clean,POS,1.0,facility,0.89
124637732,sheet,change,POS,0.9993,facility,0.83
124637732,room,cool,POS,1.0,facility,0.86
124637732,a / c,cool,POS,0.9999,,
124637732,pool area,great,POS,1.0,facility,1.00
124637732,water,clean,POS,1.0,facility,0.92
124637732,restaurant,right there,POS,0.9997,food,1.00
124637732,garden,amazing,POS,1.0,environment,0.75
124637732,hotel,safety,POS,1.0,facility,0.93
124637732,everyone,friendly,POS,1.0,,
124637732,budget travel person,good,POS,0.9999,price,1.00
121724578,room,cool,POS,1.0,facility,0.86
121724578,place,worst,NEG,1.0,environment,1.00
121724578,place,horrible,NEG,0.9999,environment,1.00
117884167,staff,fantastic,POS,1.0,service,1.00
685101496,view,great,POS,1.0,environment,1.00
685101496,rim pool,great,POS,1.0,facility,1.00
685101496,gym,great,POS,1.0,facility,0.86
685101496,room,comfy,POS,1.0,facility,0.86
295558103,hotel,worst,NEG,1.0,facility,0.93
295558103,room,dirty,NEG,1.0,facility,0.86
295558103,fridge,mould,NEG,0.9929,facility,0.53
295558103,fridge,other substances,NEG,0.9993,facility,0.53
295558103,staff,not rude,NEU,1.0,service,1.00
295558103,room,old,NEG,1.0,facility,0.86
295558103,room,depressing,NEG,1.0,facility,0.86
295558103,breakfast,passable,POS,1.0,food,0.77
227816563,pool,ice,POS,1.0,facility,1.00
227816563,room,clean,POS,1.0,facility,0.86
227816563,garden,lovely,POS,1.0,environment,0.75
227816563,water pressure,little light,NEG,0.994,facility,0.92
227816563,tile,broken,NEG,1.0,facility,0.71
227816563,breakfast,choices maybe a bit lean,NEG,0.6043,food,0.77
209982822,access,possible,POS,0.9636,environment,1.00
209982822,waterfront,possible,POS,0.9911,environment,0.67
209982822,bedside lighting,good,POS,1.0,facility,0.77
107068313,room,filthy,NEG,1.0,facility,0.86
107068313,place,okay,POS,0.9904,environment,1.00
467159630,drink,very cold,POS,0.9978,food,0.91
467159630,room,neat,POS,1.0,facility,0.86
467159630,room,clean,POS,1.0,facility,0.86
467159630,bathroom,big,POS,1.0,facility,0.80
467159630,bathroom,clean,POS,1.0,facility,0.80
467159630,restaurant,basic,NEU,1.0,food,1.00
467159630,food,amazing,POS,1.0,food,1.00
467159630,pool,large,POS,1.0,facility,1.00
467159630,beach,5 minute walk,POS,0.979,environment,0.67
467159630,main street,5 minute walk,POS,0.9987,environment,0.71
467159630,stall sellers,lovely,POS,1.0,environment,0.82
467159630,feel,relaxing,POS,1.0,environment,0.92
304503322,location,excellent,POS,1.0,environment,1.00
304503322,room,not cleaners,NEG,1.0,facility,0.86
304503322,breakfast,poor,NEG,1.0,food,0.77
304503322,pool bar,not open,NEG,1.0,facility,1.00
304503322,staff,issues,NEG,1.0,service,1.00
217696913,airport,close,POS,1.0,environment,1.00
217696913,kuta attractions,close,POS,0.8177,facility,0.82
217696913,life,easy,POS,1.0,experience,0.92
217696913,people,bad comments,NEG,1.0,service,0.55
217696913,lippo mall,new,POS,0.9757,environment,1.00
217696913,lippo mall,next door,POS,1.0,environment,1.00
207804376,location,great,POS,1.0,environment,1.00
207804376,staff,not changed,POS,0.9899,service,1.00
207804376,staff,friendly,POS,0.9999,service,1.00
207804376,bathroom,updated,POS,1.0,facility,0.80
207070237,experience,great,POS,1.0,experience,1.00
207070237,hotel,reaching for the stars,POS,0.9986,facility,0.93
207070237,room,dingy,NEG,1.0,facility,0.86
207070237,breakfast menu,laughable,POS,0.9975,food,0.83
207070237,breakfast menu,overhaul,POS,0.9641,food,0.83
142685672,upgrade,need,NEG,0.983,service,0.86
142685672,floor tiles,lovely,POS,1.0,facility,0.92
142685672,finished product,lovely,POS,0.9939,facility,0.88
142685672,hotel,would recommend,POS,0.9999,facility,0.93
142685672,pool,lovely,POS,1.0,facility,1.00
142685672,garden,pretty,POS,1.0,environment,0.75
130559223,air con,worked well,POS,0.7525,facility,0.83
130559223,sheet,clean,POS,1.0,facility,0.83
130559223,staff,friendly,POS,1.0,service,1.00
130559223,money,save,POS,0.9998,price,0.88
116001939,hotel,beautiful,POS,1.0,facility,0.93
116001939,garden,amazing,POS,1.0,environment,0.75
116001939,pool,great,POS,1.0,facility,1.00
116001939,room,basic,NEU,1.0,facility,0.86
116001939,room,fine,NEU,1.0,facility,0.86
116001939,bed,fine,NEU,0.9936,facility,0.89
116001939,bed,comfy,POS,1.0,facility,0.89
116001939,air con,good,POS,1.0,facility,0.83
116001939,shower,good,POS,1.0,facility,1.00
116001939,bathroom,mall,NEG,1.0,facility,0.80
116001939,wall,thin,NEG,0.9997,facility,0.86
116001939,staff,friendly,POS,1.0,service,1.00
116001939,staff,helpful,POS,1.0,service,1.00
92852386,stay,enjoyed,POS,0.7091,experience,1.00
92852386,staff,fantastic,POS,1.0,service,1.00
92852386,staff,friendly,POS,1.0,service,1.00
92852386,staff,helpful,POS,1.0,service,1.00
92852386,room,cleaners everyday,POS,1.0,facility,0.86
92852386,room,basic,NEU,1.0,facility,0.86
92852386,bathroom,ice,POS,0.9997,facility,0.80
92852386,balcony,ice,POS,0.9995,facility,0.92
92852386,garden,beautiful,POS,1.0,environment,0.75
92852386,pool,ice,POS,0.9996,facility,1.00
92852386,pool,decent size,POS,0.8938,facility,1.00
92852386,breakfast,pritty basic,NEU,0.9959,food,0.77
92852386,breakfast,decent,POS,0.9965,food,0.77
74857121,hotel,run down,NEG,0.9903,facility,0.93
74857121,hotel,cheap,POS,1.0,facility,0.93
74857121,situate,ideally,POS,1.0,environment,1.00
74857121,tuban beach,five minutes walk,POS,1.0,environment,0.67
74857121,bathroom,clean,POS,1.0,facility,0.80
74857121,pool,good sized,POS,1.0,facility,1.00
74857121,food,excellent,POS,0.6805,food,1.00
29162261,room,basic,NEU,1.0,facility,0.86
29162261,pool area,lovely,POS,1.0,facility,1.00
29162261,breakfast,basic,NEU,1.0,food,0.77
29162261,honey pancake,good,POS,1.0,food,0.77
29162261,food,good,POS,1.0,food,1.00
493882930,place,horrible,NEG,1.0,environment,1.00
493882930,room,changes,NEG,1.0,facility,0.86
493882930,bathroom,dirty,NEG,1.0,facility,0.80
493882930,hot water,pool operating,NEG,1.0,environment,0.71
493882930,breakfast,rubbish,NEG,1.0,food,0.77
493882930,pool,chlorinated,NEG,1.0,facility,1.00
493882930,car park,noisy,NEG,1.0,environment,0.75
493882930,room,pool lit,NEG,0.9995,facility,0.86
493882930,room,basic,NEU,1.0,facility,0.86
492638943,place,pleased,POS,1.0,environment,1.00
492638943,air condition,leaked,NEG,0.9999,environment,0.91
492638943,bathroom,clogged,NEG,1.0,facility,0.80
492638943,staff,friendly,POS,1.0,service,1.00
492638943,breakfast,decent,NEU,0.9999,food,0.77
457745719,hotel,love everything,POS,0.9873,facility,0.93
457745719,beach,just 5 minutes walk,POS,1.0,environment,0.67
457745719,food,easy,POS,1.0,food,1.00
457745719,airport,near,POS,1.0,environment,1.00
457745719,room,big,POS,1.0,facility,0.86
457745719,room,renovated,POS,1.0,facility,0.86
324315173,room,clean,POS,1.0,facility,0.86
324315173,room,comfortable,POS,1.0,facility,0.86
324315173,room,tidy,POS,1.0,facility,0.86
324315173,balcony,good sized,POS,1.0,facility,0.92
324315173,tv,decent sized,POS,0.7176,facility,0.67
324315173,shower water pressure,low,NEG,0.9988,facility,1.00
324315173,breakfast,happy,POS,0.9507,food,0.77
324315173,breakfast,enjoyed,POS,1.0,food,0.77
324315173,pool,enjoyed,POS,1.0,facility,1.00
324315173,location,excellent,POS,1.0,environment,1.00
324315173,lippo mall,close,POS,1.0,environment,1.00
323343135,hotel,fine,POS,1.0,facility,0.93
323343135,hotel,tidy,POS,0.9812,facility,0.93
323343135,hotel,good,POS,1.0,facility,0.93
323343135,staff,great,POS,1.0,service,1.00
323343135,people,great,POS,0.9974,service,0.55
323343135,food,good,POS,1.0,food,1.00
323343135,shop,central,POS,1.0,experience,1.00
323343135,restaurant,central,POS,1.0,food,1.00
323343135,swim up bar,there is,NEU,0.6505,experience,0.78
323343135,room,well maintained,POS,0.6083,facility,0.86
298999201,room,clean,POS,1.0,facility,0.86
298999201,ground,neat,POS,1.0,environment,0.95
298999201,ground,tidy,POS,1.0,environment,0.95
298999201,staff,friendly,POS,1.0,service,1.00
298999201,food,good,POS,1.0,food,1.00
298999201,price,good,POS,1.0,price,1.00
298999201,location,good,POS,1.0,environment,1.00
298999201,location,not too noisy,POS,1.0,environment,1.00
250458639,room,spacious,POS,1.0,facility,0.86
250458639,furniture,old,NEG,0.902,facility,1.00
250458639,bed,hard,NEG,1.0,facility,0.89
250458639,bed,comfy,POS,1.0,facility,0.89
250458639,pillow,extra,NEG,0.9619,facility,0.71
250458639,air conditioner,worked well,POS,0.9929,facility,0.67
250458639,towel,old,NEG,0.9955,facility,0.71
250458639,towel,clean,POS,1.0,facility,0.71
250458639,pool bar,closed,NEG,0.9997,facility,1.00
250458639,bar drink prices,reasonable,POS,0.9569,food,1.00
250458639,breakfast,reasonable,POS,0.8799,food,0.77
250458639,staff,fantastic,POS,1.0,service,1.00
247485586,room,comfortable,POS,1.0,facility,0.86
247485586,air conditioner,comfortable,POS,0.998,facility,0.67
247485586,pool,excellent,POS,1.0,facility,1.00
247485586,staff,friendly,POS,1.0,service,1.00
247485586,food,great,POS,1.0,food,1.00
247485586,price,great,POS,1.0,price,1.00
237192799,door,not sealed,NEG,1.0,facility,0.92
237192799,wardrobe,sandy,NEG,0.856,facility,0.94
237192799,wardrobe,grouting,NEG,0.9934,facility,0.94
237192799,wardrobe,gross,NEG,0.9986,facility,0.94
237192799,wardrobe,smell terrible,NEG,0.9999,facility,0.94
237192799,wardrobe,don ' t close,NEG,0.9975,facility,0.94
237192799,light,don ' t close,NEG,0.9795,environment,0.83
237192799,room,don ' t close,NEG,0.9169,facility,0.86
237192799,light,appalling,NEG,1.0,environment,0.83
237192799,room,in ' t dark,NEU,0.8635,facility,0.86
214747320,hotel,cheap,POS,1.0,facility,0.93
214747320,room,reasonable,POS,1.0,facility,0.86
214747320,room,clean,POS,1.0,facility,0.86
214747320,pool,mall,NEG,1.0,facility,1.00
214747320,pool towels,no,NEG,1.0,facility,1.00
214747320,breakfast,limited,NEG,0.9996,food,0.77
214747320,staff,great,POS,1.0,service,1.00
214747320,staff,helpfull,POS,1.0,service,1.00
207448181,hotel,amazing,POS,0.9999,facility,0.93
207448181,price,amazing,POS,1.0,price,1.00
207448181,location,great,POS,1.0,environment,1.00
207448181,shop,great,POS,1.0,experience,1.00
207448181,pool,fantastic,POS,1.0,facility,1.00
207448181,room,clean,POS,1.0,facility,0.86
207448181,room,modern,POS,1.0,facility,0.86
207448181,wifi,free,POS,1.0,facility,0.63
207448181,tv,sattelite,POS,1.0,facility,0.67
207448181,breakfast,ok,NEU,1.0,food,0.77
201968109,hotel,ice,POS,1.0,facility,0.93
201968109,hotel,clean,POS,1.0,facility,0.93
201968109,hotel,cheap,POS,1.0,facility,0.93
201968109,shower,hot,POS,1.0,facility,1.00
201968109,reception area,nightmare,NEG,0.9373,service,1.00
186211023,locate,well,POS,1.0,environment,1.00
186211023,hotel,improved,POS,0.9947,facility,0.93
186211023,staff,smiling,POS,1.0,service,1.00
186211023,staff,friendly,POS,1.0,service,1.00
184207132,room,large,POS,1.0,facility,0.86
184207132,room,clean,POS,1.0,facility,0.86
184207132,room,spacious,POS,1.0,facility,0.86
184207132,bed,comfy,POS,1.0,facility,0.89
184207132,hotel,central,POS,0.9999,facility,0.93
184207132,airport,close,POS,1.0,environment,1.00
184207132,restaurant,not great,NEG,1.0,food,1.00
184207132,service,fantastic,POS,1.0,service,1.00
184207132,staff,warm,POS,1.0,service,1.00
184207132,staff,welcoming,POS,1.0,service,1.00
184207132,staff,helpful,POS,1.0,service,1.00
176944786,security guard,friendly,POS,1.0,environment,0.67
176944786,room,ok,NEU,1.0,facility,0.86
176944786,bed,ok,NEU,0.9695,facility,0.89
176944786,room,clean,POS,1.0,facility,0.86
176944786,bed,clean,POS,1.0,facility,0.89
176944786,room,cleaners,POS,1.0,facility,0.86
176944786,free wifi,good,POS,0.9786,facility,0.63
176944786,tv,annoying,NEG,1.0,facility,0.67
171419976,resort,impressive,POS,1.0,facility,0.88
171419976,staff,friendly,POS,1.0,service,1.00
171419976,room,basic,NEU,1.0,facility,0.86
171419976,bed,comfortable,POS,1.0,facility,0.89
171419976,air con,comfortable,POS,0.9808,facility,0.83
171419976,pool area,ice,POS,0.9998,facility,1.00
171419976,budget,great,POS,1.0,price,1.00
171419976,money,great value,POS,1.0,price,0.88
171419976,surf spot,great,POS,1.0,facility,0.88
150752275,price,reasonable,POS,1.0,price,1.00
150752275,staff,attentive,POS,1.0,service,1.00
150752275,staff,kind,POS,1.0,service,1.00
150752275,room,comfortable,POS,1.0,facility,0.86
150752275,room,dated,NEG,0.9991,facility,0.86
150752275,garden,liked,POS,0.9432,environment,0.75
150752275,atmosphere,enjoying,POS,1.0,environment,1.00
150752275,location,enjoying,POS,1.0,environment,1.00
148688286,lady,unfriendly,NEG,0.9994,environment,0.71
130403625,place,old,NEU,0.8745,environment,1.00
130403625,place,cheap,POS,1.0,environment,1.00
130403625,dollar value,matched,NEU,0.5781,price,0.92
130403625,room,clean,POS,1.0,facility,0.86
130403625,bathroom,clean,POS,1.0,facility,0.80
130403625,towel,clean,POS,0.8186,facility,0.71
130403625,towel,grey,NEG,0.9999,facility,0.71
130403625,pool,lovely,POS,0.9998,facility,1.00
130403625,ground,lovely,POS,1.0,environment,0.95
130403625,staff,not over friendly,NEG,0.9998,service,1.00
596478186,pool,big,POS,1.0,facility,1.00
596478186,room,large,POS,1.0,facility,0.86
596478186,everything,close,POS,1.0,,
596478186,shopping malls,close,POS,1.0,environment,1.00
596478186,market,close,POS,1.0,environment,1.00
596478186,tile,missing,NEG,0.9944,facility,0.71
596478186,tile,not enough sunbeds,NEG,0.999,facility,0.71
581303283,air conditioner,garden view,POS,0.9659,facility,0.67
581303283,balcony,garden view,POS,0.9999,facility,0.92
581303283,room,clean,POS,1.0,facility,0.86
581303283,room,simple,NEU,0.9069,facility,0.86
581303283,water,can bed building hot,NEG,1.0,facility,0.92
581303283,surf,walking distance,POS,1.0,experience,0.71
581303283,main road,close,POS,1.0,environment,0.80
581303283,lippo mall,close,POS,1.0,environment,1.00
581303283,restaurant,close,POS,1.0,food,1.00
581303283,pool,ice,POS,1.0,facility,1.00
581303283,garden,beautiful,POS,1.0,environment,0.75
549405211,hotel,bad,NEG,1.0,facility,0.93
549405211,pathway,dangerous,NEG,0.9988,environment,0.80
549405211,lift,no,NEG,0.9882,service,0.88
549405211,room,basic,NEU,1.0,facility,0.86
549405211,bed,hard,NEG,0.9999,facility,0.89
549405211,bathroom,hard,NEG,0.7942,facility,0.80
549405211,bathroom,basic,NEU,1.0,facility,0.80
549405211,air,loud,NEG,1.0,facility,0.83
549405211,breakfast,coverage,NEU,1.0,food,0.77
544278109,quality,bad,NEG,0.9741,facility,0.88
544278109,staff,friendly,POS,0.9998,service,1.00
544278109,staff,not knowledgeable,NEG,0.9578,service,1.00
544278109,bed,hard,NEG,1.0,facility,0.89
544278109,towel,clean,POS,1.0,facility,0.71
544278109,breakfast,in ’ t recommended,NEG,1.0,food,0.77
544278109,massage,good,POS,0.9907,service,0.78
531121159,staff,unfriendly,NEG,1.0,service,1.00
531121159,room,dirty,NEG,1.0,facility,0.86
531121159,bathroom,mult,NEG,1.0,facility,0.80
531121159,shower,cold,NEG,1.0,facility,1.00
531121159,fridge,cold,NEG,0.9817,facility,0.53
531121159,fridge,did not work,NEG,1.0,facility,0.53
531121159,pool,ice,POS,0.9999,facility,1.00
530082607,pool,large,POS,0.9998,facility,1.00
530082607,pool,broken,NEG,0.9993,facility,1.00
530082607,tile,sharp,NEG,1.0,facility,0.71
530082607,ph levels,well off,NEG,0.9981,,
530082607,room,spacious,POS,1.0,facility,0.86
530082607,room,pool equipped,NEG,0.8218,facility,0.86
530082607,air cons,worked quite well,NEU,0.9981,facility,0.83
530082607,breakfast,adequate,POS,0.9971,food,0.77
530082607,breakfast,not great,NEG,0.9997,food,0.77
493740830,breakfast,terrible,NEG,1.0,food,0.77
493740830,staff,lovely,POS,0.9999,service,1.00
493740830,bathroom,clogged,NEG,1.0,facility,0.80
493740830,shower drain,sewage,NEG,0.9999,facility,1.00
487680012,surround,dangerous,NEG,0.9979,environment,1.00
487680012,pool,dangerous,NEG,1.0,facility,1.00
487680012,furniture,poor,NEG,0.6095,facility,1.00
487192308,hotel,love,POS,1.0,facility,0.93
487192308,people,best,POS,1.0,service,0.55
475201985,room,coverage,NEU,1.0,facility,0.86
475201985,pool,ice,POS,0.6013,facility,1.00
475201985,pool,green,POS,0.9913,facility,1.00
475201985,pool,rash,NEU,0.4369,facility,1.00
475201985,pool bar,fine,POS,0.9997,facility,1.00
475201985,pool bar,ok,NEU,0.999,facility,1.00
475201985,room,renovated,POS,0.9991,facility,0.86
450591603,kuta beach,walking distance,POS,1.0,environment,0.67
450591603,lippo mall,walking distance,POS,1.0,environment,1.00
450591603,breakfast,not that great,NEU,0.9575,food,0.77
450591603,money,good value,POS,0.9919,price,0.88
450591603,location,great,POS,1.0,environment,1.00
440771094,bed,clean,POS,1.0,facility,0.89
440771094,bed,quiet,POS,1.0,facility,0.89
440771094,boat,close,POS,0.9992,facility,0.71
440771094,price,great,POS,1.0,price,1.00
434515617,location,loved,POS,0.9997,environment,1.00
434515617,airport,close,POS,0.9999,environment,1.00
434515617,hotel,jewel in the rough,POS,0.9999,facility,0.93
434515617,pool,lovely,POS,1.0,facility,1.00
434515617,garden,lovely,POS,1.0,environment,0.75
434515617,tile floors,spotless,POS,0.6777,facility,0.92
434515617,shower,dislike,NEG,1.0,facility,1.00
434515617,bathroom,ice sized,POS,0.9929,facility,0.80
434515617,shower curtain,no,NEU,0.8813,facility,0.82
430439032,hotel,good,POS,1.0,facility,0.93
430439032,pool,ice,POS,1.0,facility,1.00
430439032,discovery mall,close,POS,1.0,environment,1.00
426871952,lippo mall,ice,POS,1.0,environment,1.00
426871952,supermarket,ice,POS,0.9482,environment,0.82
426871952,beach,close,POS,1.0,environment,0.67
426871952,pool,ice,POS,1.0,facility,1.00
426871952,pool,big,POS,1.0,facility,1.00
426871952,pool bar,cool,POS,1.0,facility,1.00
426871952,bed,beautiful,POS,1.0,facility,0.89
426871952,bed,comfortable,POS,0.9945,facility,0.89
426871952,air conditioner,comfortable,POS,0.9997,facility,0.67
426871952,air conditioner,worked well neatness,POS,0.9969,facility,0.67
426871952,room,neat,POS,1.0,facility,0.86
426871952,room,tidy,POS,1.0,facility,0.86
426871952,breakfast,cleaners,POS,0.9987,food,0.77
338089033,room,not ready,NEG,1.0,facility,0.86
338089033,towel,no,NEG,1.0,facility,0.71
338089033,linen,stained,NEG,1.0,facility,0.77
338089033,room,honey,NEG,0.6685,facility,0.86
338089033,hot water,unreliable,NEG,1.0,environment,0.71
338089033,tile,broken,NEG,1.0,facility,0.71
338089033,tile,chlorinated,NEG,0.7201,facility,0.71
338089033,tile,broken,NEG,0.994,facility,0.71
338089033,breakfast,ordinary,NEU,1.0,food,0.77
338089033,restaurant staff,good,POS,0.936,food,1.00
338089033,wifi,free,POS,0.9988,facility,0.63
338089033,office staff,not very helpful,NEG,0.9632,service,0.93
338089033,office staff,ice,POS,0.9985,service,0.93
315473991,value,good,POS,1.0,price,0.92
315473991,ground,ice,POS,1.0,environment,0.95
315473991,pool,ice,POS,1.0,facility,1.00
315473991,restaurant,ice,POS,0.9998,food,1.00
315473991,room,basic,NEU,1.0,facility,0.86
315473991,staff,freindly,POS,0.9998,service,1.00
315473991,beach,close,POS,0.9999,environment,0.67
315473991,garden,surrounds,POS,1.0,environment,0.75
315473991,airport,close,POS,1.0,environment,1.00
315473991,pool,large,POS,1.0,facility,1.00
315473991,towel,fresh,POS,1.0,facility,0.71
315473991,bed,comfy,POS,1.0,facility,0.89
315473991,air con,comfy,POS,0.9998,facility,0.83
315473991,tv,comfy,POS,1.0,facility,0.67
303035548,location,great,POS,1.0,environment,1.00
303035548,beach,short walk,POS,1.0,environment,0.67
303035548,kuta square,short walk,POS,1.0,facility,0.83
303035548,room,clean,POS,1.0,facility,0.86
303035548,food,not bad,NEU,1.0,food,1.00
303035548,staff,fantastic,POS,1.0,service,1.00
303035548,staff,helpful,POS,1.0,service,1.00
260967838,room,simple,NEU,1.0,facility,0.86
260967838,bathroom,ok,NEU,0.9997,facility,0.80
260967838,bed,fine,NEU,0.7696,facility,0.89
260967838,bed,clean,POS,1.0,facility,0.89
260967838,pool area,ice,POS,1.0,facility,1.00
260967838,pool,chlorine,NEG,1.0,facility,1.00
260967838,breakfast,toast,NEU,1.0,food,0.77
260967838,people,friendly,POS,1.0,service,0.55
260967838,people,helpful,POS,1.0,service,0.55
260967838,location,good,POS,1.0,environment,1.00
260967838,beach,15 walking minutes,POS,1.0,environment,0.67
260967838,restaurant,walking distance,POS,1.0,food,1.00
260967838,mini markets,walking distance,POS,1.0,environment,1.00
260967838,airport,10 minutes,POS,1.0,environment,1.00
241044724,room,ok,NEU,1.0,facility,0.86
241044724,air conditioner,great,POS,1.0,facility,0.67
241044724,pool,great,POS,1.0,facility,1.00
241044724,drink,well priced,POS,1.0,food,0.91
240468031,beach,two minute walk,POS,0.96,environment,0.67
240468031,room,spacious,POS,1.0,facility,0.86
240468031,wifi,excellent,POS,1.0,facility,0.63
240468031,bed,hard,NEG,0.9994,facility,0.89
240468031,staff,excellent,POS,1.0,service,1.00
240468031,staff,happy,POS,1.0,service,1.00
233047764,room,basic,NEU,1.0,facility,0.86
233047764,room,spacious,POS,1.0,facility,0.86
233047764,room,cleaners,POS,1.0,facility,0.86
233047764,pool,beautifull,POS,0.9999,facility,1.00
233047764,garden,beautifull,POS,1.0,environment,0.75
233047764,restaurant,cheap,POS,0.9999,food,1.00
233047764,food,fresh,POS,1.0,food,1.00
233047764,food,homemade,POS,0.9999,food,1.00
233047764,beach,best,POS,1.0,environment,0.67
225589608,location,perfect,POS,1.0,environment,1.00
225589608,nightclub scene,far enough,NEG,0.5584,environment,1.00
225589608,lippo mall,new,POS,0.9422,environment,1.00
225589608,shopping mall,next door,POS,1.0,environment,1.00
225589608,lippo mall,next door,POS,1.0,environment,1.00
225589608,room,basic,NEU,1.0,facility,0.86
225589608,balcony,ice,POS,1.0,facility,0.92
225589608,breakfast,ok,NEU,1.0,food,0.77
225589608,pool,relaxing,POS,1.0,facility,1.00
225589608,garden,relaxing,POS,0.7517,environment,0.75
216138052,hotel,cheap,POS,1.0,facility,0.93
216138052,hotel,basic,NEU,1.0,facility,0.93
216138052,room,large,POS,1.0,facility,0.86
216138052,room,comfortable,POS,1.0,facility,0.86
216138052,room,dated,NEU,0.9795,facility,0.86
216138052,breakfast,basic,NEU,1.0,food,0.77
216138052,pool area,ice,POS,1.0,facility,1.00
216138052,kuta reef,close,POS,1.0,facility,0.83
216138052,airport,close,POS,1.0,environment,1.00
215449835,shop,walking distance,POS,1.0,experience,1.00
215449835,room,clean,POS,1.0,facility,0.86
215449835,brekky,price,POS,1.0,,
215449835,store keepers,harassed,NEG,1.0,environment,0.90
215449835,location,best,POS,1.0,environment,1.00
208646889,choice,short,NEG,0.9861,experience,0.77
208646889,room,ice,POS,1.0,facility,0.86
208646889,showers drain,feeling,NEG,0.9727,facility,1.00
208646889,showers drain,awful,NEG,1.0,facility,1.00
208646889,mattress,hard,NEG,1.0,facility,0.71
208646889,spring,broken,NEG,0.9998,environment,0.77
206729556,garden,privacy,POS,0.9936,environment,0.75
206729556,pool,mall,NEU,0.986,facility,1.00
206729556,pool,clean,POS,0.9999,facility,1.00
206729556,restaurant,basic,NEU,1.0,food,1.00
206729556,room,clean,POS,1.0,facility,0.86
198975217,room,clean,POS,1.0,facility,0.86
198975217,air conditioner,worked,POS,1.0,facility,0.67
198975217,air conditioner,ice,POS,0.5328,facility,0.67
198975217,balcony,ice,POS,0.9996,facility,0.92
198975217,garden,maintained,POS,1.0,environment,0.75
198975217,shopping center,next door,POS,1.0,environment,1.00
198975217,tile,broken,NEG,1.0,facility,0.71
198975217,room,more,NEU,0.728,facility,0.86
189571380,air conditioner,good,POS,1.0,facility,0.67
189571380,hot water,good,POS,1.0,environment,0.71
189571380,bed,large,POS,1.0,facility,0.89
189571380,room,large,POS,1.0,facility,0.86
189571380,room,spacious,POS,1.0,facility,0.86
189571380,staff,friendly,POS,1.0,service,1.00
189571380,swimming pool,large,POS,1.0,facility,0.86
189571380,garden,large,POS,1.0,environment,0.75
189571380,location,good,POS,1.0,environment,1.00
186794465,staff,friendly,POS,1.0,service,1.00
186794465,room,old,NEG,0.9999,facility,0.86
186794465,room,outdated,NEU,0.8441,facility,0.86
186794465,room,infested with mosquitos,NEG,1.0,facility,0.86
186794465,bed,bed bugs,NEG,0.5796,facility,0.89
186794465,room,noisy,NEG,1.0,facility,0.86
186794465,food,didnt look good,NEG,1.0,food,1.00
186794465,money,save,POS,1.0,price,0.88
186596097,hotel,simple,NEU,1.0,facility,0.93
